"Population"	"Units"	"Date"	"Area/Population Densit"	"geogcode"	"Rural Urban"	"value type"	"value"	"flag"
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000221"	"Urban major conurbation"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000221"	"Urban minor conurbation"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000221"	"Urban city and town"	"number"	3687.04	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000221"	"Urban city and town in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000221"	"Rural (total)"	"number"	94099.59	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000221"	"Rural town and fringe"	"number"	6980.31	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000221"	"Rural town and fringe in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000221"	"Rural village"	"number"	37814.37	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000221"	"Rural village in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000221"	"Rural hamlet and isolated dwellings"	"number"	49304.91	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000221"	"Rural hamlet and isolated dwellings in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000222"	"Urban (total)"	"number"	7757.62	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000222"	"Urban major conurbation"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000222"	"Urban minor conurbation"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000222"	"Urban city and town"	"number"	7757.62	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000222"	"Urban city and town in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000222"	"Rural (total)"	"number"	20530.68	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000222"	"Rural town and fringe"	"number"	843.36	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000222"	"Rural town and fringe in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000222"	"Rural village"	"number"	8722.67	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000222"	"Rural village in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000222"	"Rural hamlet and isolated dwellings"	"number"	10964.65	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000222"	"Rural hamlet and isolated dwellings in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E08000025"	"Urban (total)"	"number"	25718.72	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E08000025"	"Urban major conurbation"	"number"	25718.72	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E08000025"	"Urban minor conurbation"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E08000025"	"Urban city and town"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E08000025"	"Urban city and town in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E08000025"	"Rural (total)"	"number"	1060.10	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E08000025"	"Rural town and fringe"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E08000025"	"Rural town and fringe in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E08000025"	"Rural village"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E08000025"	"Rural village in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E08000025"	"Rural hamlet and isolated dwellings"	"number"	1060.10	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E08000025"	"Rural hamlet and isolated dwellings in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E08000026"	"Urban (total)"	"number"	8877.72	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E08000026"	"Urban major conurbation"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E08000026"	"Urban minor conurbation"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E08000026"	"Urban city and town"	"number"	8877.72	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E08000026"	"Urban city and town in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E08000026"	"Rural (total)"	"number"	986.70	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E08000026"	"Rural town and fringe"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E08000026"	"Rural town and fringe in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E08000026"	"Rural village"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E08000026"	"Rural village in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E08000026"	"Rural hamlet and isolated dwellings"	"number"	986.70	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E08000026"	"Rural hamlet and isolated dwellings in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E08000027"	"Urban (total)"	"number"	9775.89	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E08000027"	"Urban major conurbation"	"number"	9766.50	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E08000027"	"Urban minor conurbation"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E08000027"	"Urban city and town"	"number"	9.39	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E08000027"	"Urban city and town in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E08000027"	"Rural (total)"	"number"	19.77	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E08000027"	"Rural town and fringe"	"number"	19.77	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E08000027"	"Rural town and fringe in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E08000027"	"Rural village"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E08000027"	"Rural village in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E08000027"	"Rural hamlet and isolated dwellings"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E08000027"	"Rural hamlet and isolated dwellings in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E08000028"	"Urban (total)"	"number"	8556.73	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E08000028"	"Urban major conurbation"	"number"	8556.73	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E08000028"	"Urban minor conurbation"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E08000028"	"Urban city and town"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E08000028"	"Urban city and town in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E08000028"	"Rural (total)"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E08000028"	"Rural town and fringe"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E08000028"	"Rural town and fringe in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E08000028"	"Rural village"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E08000028"	"Rural village in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E08000028"	"Rural hamlet and isolated dwellings"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E08000028"	"Rural hamlet and isolated dwellings in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E08000029"	"Urban (total)"	"number"	8073.65	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E08000029"	"Urban major conurbation"	"number"	6955.21	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E08000029"	"Urban minor conurbation"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E08000029"	"Urban city and town"	"number"	1118.44	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E08000029"	"Urban city and town in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E08000029"	"Rural (total)"	"number"	9755.13	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E08000029"	"Rural town and fringe"	"number"	1478.98	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E08000029"	"Rural town and fringe in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E08000029"	"Rural village"	"number"	2094.62	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E08000029"	"Rural village in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E08000029"	"Rural hamlet and isolated dwellings"	"number"	6181.53	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E08000029"	"Rural hamlet and isolated dwellings in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E08000030"	"Urban (total)"	"number"	9611.68	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E08000030"	"Urban major conurbation"	"number"	9521.90	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E08000030"	"Urban minor conurbation"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E08000030"	"Urban city and town"	"number"	89.78	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E08000030"	"Urban city and town in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E08000030"	"Rural (total)"	"number"	783.81	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E08000030"	"Rural town and fringe"	"number"	40.97	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E08000030"	"Rural town and fringe in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E08000030"	"Rural village"	"number"	727.14	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E08000030"	"Rural village in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E08000030"	"Rural hamlet and isolated dwellings"	"number"	15.70	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E08000030"	"Rural hamlet and isolated dwellings in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E08000031"	"Urban (total)"	"number"	6943.95	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E08000031"	"Urban major conurbation"	"number"	6943.95	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E08000031"	"Urban minor conurbation"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E08000031"	"Urban city and town"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E08000031"	"Urban city and town in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E08000031"	"Rural (total)"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E08000031"	"Rural town and fringe"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E08000031"	"Rural town and fringe in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E08000031"	"Rural village"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E08000031"	"Rural village in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E08000031"	"Rural hamlet and isolated dwellings"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E08000031"	"Rural hamlet and isolated dwellings in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000234"	"Urban (total)"	"number"	5562.47	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000234"	"Urban major conurbation"	"number"	1483.81	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000234"	"Urban minor conurbation"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000234"	"Urban city and town"	"number"	4078.66	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000234"	"Urban city and town in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000234"	"Rural (total)"	"number"	16134.44	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000234"	"Rural town and fringe"	"number"	1281.65	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000234"	"Rural town and fringe in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000234"	"Rural village"	"number"	3597.78	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000234"	"Rural village in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000234"	"Rural hamlet and isolated dwellings"	"number"	11255.01	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000234"	"Rural hamlet and isolated dwellings in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000235"	"Urban (total)"	"number"	3907.54	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000235"	"Urban major conurbation"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000235"	"Urban minor conurbation"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000235"	"Urban city and town"	"number"	3907.54	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000235"	"Urban city and town in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000235"	"Rural (total)"	"number"	53799.59	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000235"	"Rural town and fringe"	"number"	956.42	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000235"	"Rural town and fringe in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000235"	"Rural village"	"number"	14932.98	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000235"	"Rural village in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000235"	"Rural hamlet and isolated dwellings"	"number"	37910.19	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000235"	"Rural hamlet and isolated dwellings in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000236"	"Urban (total)"	"number"	3106.33	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000236"	"Urban major conurbation"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000236"	"Urban minor conurbation"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000236"	"Urban city and town"	"number"	3106.33	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000236"	"Urban city and town in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000236"	"Rural (total)"	"number"	2318.65	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000236"	"Rural town and fringe"	"number"	126.84	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000236"	"Rural town and fringe in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000236"	"Rural village"	"number"	78.57	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000236"	"Rural village in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000236"	"Rural hamlet and isolated dwellings"	"number"	2113.24	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000236"	"Rural hamlet and isolated dwellings in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000237"	"Urban (total)"	"number"	3247.69	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000237"	"Urban major conurbation"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000237"	"Urban minor conurbation"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000237"	"Urban city and town"	"number"	3247.69	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000237"	"Urban city and town in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000237"	"Rural (total)"	"number"	80.22	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000237"	"Rural town and fringe"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000237"	"Rural town and fringe in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000237"	"Rural village"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000237"	"Rural village in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000237"	"Rural hamlet and isolated dwellings"	"number"	80.22	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000237"	"Rural hamlet and isolated dwellings in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000238"	"Urban (total)"	"number"	4482.76	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000238"	"Urban major conurbation"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000238"	"Urban minor conurbation"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000238"	"Urban city and town"	"number"	4482.76	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000238"	"Urban city and town in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000238"	"Rural (total)"	"number"	61871.36	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000238"	"Rural town and fringe"	"number"	3098.41	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000238"	"Rural town and fringe in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000238"	"Rural village"	"number"	28858.37	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000238"	"Rural village in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000238"	"Rural hamlet and isolated dwellings"	"number"	29914.58	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000238"	"Rural hamlet and isolated dwellings in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000239"	"Urban (total)"	"number"	3829.53	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000239"	"Urban major conurbation"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000239"	"Urban minor conurbation"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000239"	"Urban city and town"	"number"	3829.53	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000239"	"Urban city and town in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000239"	"Rural (total)"	"number"	15711.13	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000239"	"Rural town and fringe"	"number"	1460.41	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000239"	"Rural town and fringe in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000239"	"Rural village"	"number"	2135.22	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000239"	"Rural village in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000239"	"Rural hamlet and isolated dwellings"	"number"	12115.50	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000239"	"Rural hamlet and isolated dwellings in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E06000055"	"Urban (total)"	"number"	5743.22	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E06000055"	"Urban major conurbation"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E06000055"	"Urban minor conurbation"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E06000055"	"Urban city and town"	"number"	5743.22	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E06000055"	"Urban city and town in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E06000055"	"Rural (total)"	"number"	41897.98	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E06000055"	"Rural town and fringe"	"number"	3253.57	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E06000055"	"Rural town and fringe in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E06000055"	"Rural village"	"number"	20364.48	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E06000055"	"Rural village in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E06000055"	"Rural hamlet and isolated dwellings"	"number"	18279.93	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E06000055"	"Rural hamlet and isolated dwellings in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E06000056"	"Urban (total)"	"number"	11529.50	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E06000056"	"Urban major conurbation"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E06000056"	"Urban minor conurbation"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E06000056"	"Urban city and town"	"number"	11529.50	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E06000056"	"Urban city and town in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E06000056"	"Rural (total)"	"number"	60036.95	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E06000056"	"Rural town and fringe"	"number"	12246.59	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E06000056"	"Rural town and fringe in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E06000056"	"Rural village"	"number"	25964.55	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E06000056"	"Rural village in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E06000056"	"Rural hamlet and isolated dwellings"	"number"	21825.81	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E06000056"	"Rural hamlet and isolated dwellings in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E06000032"	"Urban (total)"	"number"	4335.33	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E06000032"	"Urban major conurbation"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E06000032"	"Urban minor conurbation"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E06000032"	"Urban city and town"	"number"	4335.33	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E06000032"	"Urban city and town in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E06000032"	"Rural (total)"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E06000032"	"Rural town and fringe"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E06000032"	"Rural town and fringe in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E06000032"	"Rural village"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E06000032"	"Rural village in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E06000032"	"Rural hamlet and isolated dwellings"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E06000032"	"Rural hamlet and isolated dwellings in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E06000031"	"Urban (total)"	"number"	8357.97	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E06000031"	"Urban major conurbation"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E06000031"	"Urban minor conurbation"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E06000031"	"Urban city and town"	"number"	8357.97	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E06000031"	"Urban city and town in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E06000031"	"Rural (total)"	"number"	25979.85	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E06000031"	"Rural town and fringe"	"number"	4718.78	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E06000031"	"Rural town and fringe in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E06000031"	"Rural village"	"number"	7214.93	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E06000031"	"Rural village in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E06000031"	"Rural hamlet and isolated dwellings"	"number"	14046.14	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E06000031"	"Rural hamlet and isolated dwellings in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E06000033"	"Urban (total)"	"number"	4175.60	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E06000033"	"Urban major conurbation"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E06000033"	"Urban minor conurbation"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E06000033"	"Urban city and town"	"number"	4175.60	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E06000033"	"Urban city and town in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E06000033"	"Rural (total)"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E06000033"	"Rural town and fringe"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E06000033"	"Rural town and fringe in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E06000033"	"Rural village"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E06000033"	"Rural village in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E06000033"	"Rural hamlet and isolated dwellings"	"number"	0.00	""
